"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","<0.1%","<0.1%","","","","spcart_cart_overlap_"
"0","<0.1%","<0.1%","<0.1%","","","","hf1_"
"0","<0.1%","0.3%","0.3%","0.2%","","","int_1e_ga"
"0","<0.1%","0.3%","0.3%","0.2%","","","int_1e_oldga"
"0","<0.1%","0.3%","0.3%","0.2%","","","int_1e_oldga0"
"0","<0.1%","0.3%","0.3%","0.1%","","","ga_get2eri"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_create_atom_blocked"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_create_irreg_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_create_irreg"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_create_ghosts_irreg"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_create_ghosts_irreg_config"
"0","<0.1%","1.7%","1.7%","1.2%","","","wnga_pgroup_sync"
"0","<0.1%","1.7%","1.7%","1.2%","","","wnga_msg_pgroup_sync"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","gai_getmem"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","gai_get_shmem"
"0","<0.1%","<0.1%","<0.1%","","","","util_atom_blocked"
"0","<0.1%","0.3%","0.3%","0.2%","","","ga_copy_"
"0","<0.1%","0.3%","0.3%","0.2%","","","wnga_copy"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_put"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ngai_put_common"
"0","<0.1%","<0.1%","<0.1%","","","","int_1eke"
"0","<0.1%","0.2%","0.2%","0.1%","","","ga_destroy_"
"0","<0.1%","0.7%","0.7%","0.5%","","","wnga_destroy"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","comex_free"
"0","<0.1%","0.2%","0.2%","0.2%","","","ga_duplicate_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_dadd_"
"0","<0.1%","<0.1%","<0.1%","","","","int_1epe"
"0","<0.1%","<0.1%","<0.1%","","","","hnd_stvint_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_zero_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_zero"
"0","<0.1%","<0.1%","<0.1%","","","","int_1eov"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","schwarz_init"
"0","<0.1%","0.1%","0.1%","<0.1%","","","ga_igop_"
"0","<0.1%","<0.1%","<0.1%","","","","int_2e4c_"
"0","<0.1%","<0.1%","<0.1%","","","","hf2_"
"0","<0.1%","20.4%","20.4%","20.2%","","","NGA_Read_inc"
"0","<0.1%","0.6%","0.6%","0.4%","","","util_gnxtval_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","NGA_Create"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_create"
"0","<0.1%","0.1%","0.1%","0.1%","","","wnga_create_config"
"0","<0.1%","8.3%","8.3%","7.4%","","","ga_dgop_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","xc_hascam"
"0","<0.1%","0.2%","0.2%","0.2%","","","grid_setquad"
"0","<0.1%","0.2%","0.2%","0.2%","","","grid_setrad"
"0","<0.1%","0.2%","0.2%","0.2%","","","grid_rtrunc"
"0","<0.1%","0.1%","0.1%","0.1%","","","grid_rtrunc1"
"0","<0.1%","0.1%","0.1%","0.1%","","","get_atom_block"
"0","<0.1%","7.7%","7.7%","7.2%","","","wnga_get"
"0","<0.1%","10.0%","10.0%","9.3%","","","ngai_gets"
"0","<0.1%","10.0%","10.0%","9.3%","","","PARMCI_NbGetS"
"0","<0.1%","3.8%","3.8%","3.5%","","","comex_wait_proc"
"0","<0.1%","3.8%","3.8%","3.6%","","","comex_wait_all [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","_mq_pop"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","grid_rtinit"
"0","<0.1%","<0.1%","<0.1%","","","","_get_request_handler"
"0","<0.1%","<0.1%","<0.1%","","","","_my_memcpy [inlined]"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","grid_rtclea"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","grid_acc_def"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","grid_memory"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","mbf_ao_max_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","GA_Sync"
"0","<0.1%","0.6%","0.6%","0.3%","","","GA_Destroy"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","grid_gen_pts"
"0","<0.1%","<0.1%","<0.1%","","","","ma_push_get_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","grid_update_rtdb"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dft_inpanae"
"0","<0.1%","3.0%","3.0%","2.9%","","","ga_pdsyevd_"
"0","<0.1%","2.8%","2.8%","2.7%","","","pdsyevd_"
"0","<0.1%","3.2%","3.2%","3.2%","","","pdsytrd_"
"0","<0.1%","<0.1%","<0.1%","","","","PB_Cpsyr2"
"0","<0.1%","<0.1%","<0.1%","","","","PB_Ctzsyr2k"
"0","<0.1%","<0.1%","<0.1%","","","","void armpl::clag::gemm_basic::operator()<double, armpl::clag::spec::neoverse_n1_machine_spec>(armpl::clag::spec::problem_context<double, (armpl::clag::spec::problem_type)0, armpl::clag::spec::neoverse_n1_machine_spec"
"0","<0.1%","2.9%","2.9%","2.9%","","","PB_CInV"
"0","<0.1%","3.0%","3.0%","3.0%","","","Cdgebr2d"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","Cdgebs2d"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","Cdgesd2d"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","BI_Asend"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","Cdgerv2d"
"0","<0.1%","0.2%","0.2%","0.2%","","","Cdgsum2d"
"0","<0.1%","0.2%","0.2%","0.2%","","","BI_TreeComb"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdlarfg_"
"0","<0.1%","0.6%","0.6%","0.6%","","","dgebr2d_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pddot_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","BI_BuffIsFree"
"0","<0.1%","2.5%","2.5%","2.5%","","","pdsymv_"
"0","<0.1%","<0.1%","<0.1%","","","","PB_Cpsym"
"0","<0.1%","<0.1%","<0.1%","","","","PB_Cmalloc"
"0","<0.1%","0.6%","0.6%","0.6%","","","pdormtr_"
"0","<0.1%","0.6%","0.6%","0.6%","","","pdormqr_"
"0","<0.1%","0.6%","0.6%","0.5%","","","pdlarfb_"
"0","<0.1%","0.1%","0.1%","0.1%","","","dgsum2d_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dgebs2d_"
"0","<0.1%","0.2%","0.2%","0.2%","","","BI_IdringBR"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdorm2r_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdlarf_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdlared1d_"
"0","<0.1%","<0.1%","<0.1%","","","","pchk1mat_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","globchk_"
"0","<0.1%","0.3%","0.3%","0.3%","","","pdstedc_"
"0","<0.1%","0.3%","0.3%","0.3%","","","pdlaed0_"
"0","<0.1%","0.3%","0.3%","0.3%","","","pdlaed1_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdlamch_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dgamx2d_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdlaedz_"
"0","<0.1%","0.2%","0.2%","0.2%","","","pdgemm_"
"0","<0.1%","0.2%","0.2%","0.2%","","","PB_CInV2"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dgerv2d_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_from_sl2_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_put_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ngai_puts"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","comex_puts"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","_put_nbi"
"0","<0.1%","0.2%","0.2%","0.2%","","","ga_to_sl2_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","slinit2_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","rel_init_con_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_tolls"
"0","<0.1%","0.8%","0.8%","0.7%","","","diis_bld12_"
"0","<0.1%","3.4%","3.4%","2.9%","","","ga_dgemm_"
"0","<0.1%","3.4%","3.4%","2.9%","","","wnga_matmul"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","PARMCI_AllFence"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","comex_fence_all"
"0","<0.1%","2.3%","2.3%","2.1%","","","wnga_nbget"
"0","<0.1%","<0.1%","<0.1%","","","","_swap_response_handler"
"0","<0.1%","0.2%","0.2%","","","","GAI_DGEMM"
"0","<0.1%","0.6%","0.6%","0.5%","","","wnga_acc"
"0","<0.1%","0.6%","0.6%","0.5%","","","PARMCI_AccS"
"0","<0.1%","0.4%","0.4%","0.3%","","","_acc_nbi"
"0","<0.1%","0.1%","0.1%","0.1%","","","_acc_nbi [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","MA_push_get"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","scf_get_fock_param"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dimqm_init"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","xc_xdm_init_"
"0","<0.1%","11.3%","11.3%","8.6%","","","scf_vectors_guess"
"0","<0.1%","0.9%","0.9%","0.8%","","","scf_lindep"
"0","<0.1%","1.8%","1.8%","1.5%","","","ga_pdsyev_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","BI_GetMpiGeType"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","Cpdgemr2d"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","Cblacs_gridmap"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdelget_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dtrbr2d_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdlarft_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","SL_Cgridreshape"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dgamn2d_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","slexit2_"
"0","<0.1%","10.2%","10.2%","7.7%","","","rhf_dens_to_mo"
"0","<0.1%","7.1%","7.1%","6.3%","","","ga_orthog_"
"0","<0.1%","<0.1%","<0.1%","","","","_barrier_request_handler"
"0","<0.1%","<0.1%","<0.1%","","","","calloc"
"0","<0.1%","<0.1%","<0.1%","","","","get_comm [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","comex_group_comm"
"0","<0.1%","<0.1%","<0.1%","","","","ygemv_"
"0","<0.1%","<0.1%","<0.1%","","","","armpl::gemv::gemv_spec<double"
"0","<0.1%","<0.1%","<0.1%","","","","operator new(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_ddot_"
"0","<0.1%","1.9%","1.9%","0.3%","","","rhf_fock_2e"
"0","<0.1%","70.9%","70.9%","22.1%","","","fock_2e"
"0","<0.1%","70.8%","70.8%","22.1%","","","ao_fock_2e"
"0","<0.1%","70.8%","70.8%","22.1%","","","ao_replicated_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_symmetrize_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_symmetrize"
"0","<0.1%","<0.1%","<0.1%","","","","f2c_pop_stack_"
"0","<0.1%","0.4%","0.4%","","","","intb_nw_2e4c_"
"0","<0.1%","0.4%","0.4%","","","","int_l2e4c_"
"0","<0.1%","0.7%","0.7%","0.5%","","","ga_brdcst_"
"0","<0.1%","0.7%","0.7%","0.5%","","","wnga_brdcst"
"0","<0.1%","0.1%","0.1%","","","","ofi_intercept_munmap"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_dscal_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","bgj_have_j_fit"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","bgj_have_xc"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","bgj_get_scf_method"
"0","<0.1%","0.2%","0.2%","0.2%","","","two_index_transf"
"0","<0.1%","<0.1%","<0.1%","","","","gai_get_armci_memory"
"0","<0.1%","<0.1%","<0.1%","","","","comex_malloc_local"
"0","<0.1%","<0.1%","<0.1%","","","","sysmalloc"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_fill_patch"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","gai_get_chunk_size"
"0","<0.1%","<0.1%","<0.1%","","","","_gq_push"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_create_"
"0","<0.1%","<0.1%","<0.1%","","","","PB_CVMpack"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pchk2mat_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","blacs_gridinit_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","blacs_gridmap_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","guess_dens_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","guess_dens_gen_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","datoms_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","datoms_do_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","fock_force_direct"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","fock_2e_tidy"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","int2e_file_close_"
"0","<0.1%","0.4%","0.4%","0.2%","","","movecs_write"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","rtdb_get_info_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","rtdb_ma_get_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","rtdb_ma_get"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","xc_sicinit"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_statldb_"
"0","<0.1%","79.2%","79.2%","29.9%","","","dft_fockbld"
"0","<0.1%","79.1%","79.1%","29.8%","","","xc_getv"
"0","<0.1%","<0.1%","<0.1%","","","","list_delete"
"0","<0.1%","<0.1%","<0.1%","","","","memo3_"
"0","<0.1%","<0.1%","<0.1%","","","","int_nint_cart"
"0","<0.1%","<0.1%","<0.1%","","","","intb_mem_2e4c"
"0","<0.1%","10.1%","10.1%","7.9%","","","xc_getvxc"
"0","<0.1%","10.1%","10.1%","7.9%","","","grid_quadv0_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_ga_mat_reduce_"
"0","<0.1%","0.1%","0.1%","<0.1%","","","xc_rep_init_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_mirrmat_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_mirrmat_chunk_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_merge_mirrored"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_mirrclone_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","nga_create_config_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","xc_rep_close_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_merge_mirrored_"
"0","<0.1%","5.6%","5.6%","4.6%","","","grid_quadv0a_"
"0","<0.1%","8.2%","8.2%","6.8%","","","grid_quadv0b_"
"0","<0.1%","<0.1%","<0.1%","","","","xc_eval_basis_"
"0","<0.1%","<0.1%","<0.1%","","","","eval_radial_"
"0","<0.1%","0.2%","0.2%","0.2%","","","upd_atom_block"
"0","<0.1%","0.2%","0.2%","0.2%","","","ga_acc_"
"0","<0.1%","<0.1%","<0.1%","","","","GA_Internal_Threadsafe_Unlock"
"0","<0.1%","<0.1%","<0.1%","","","","yscal_"
"0","<0.1%","<0.1%","<0.1%","","","","_gq_test"
"0","<0.1%","<0.1%","<0.1%","","","","_acc"
"0","<0.1%","<0.1%","<0.1%","","","","comex_group_size"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","comex_wait"
"0","<0.1%","<0.1%","<0.1%","","","","GA_Internal_Threadsafe_Lock"
"0","<0.1%","<0.1%","<0.1%","","","","xc_eval_fnl_"
"0","<0.1%","<0.1%","<0.1%","","","","setacmat_"
"0","<0.1%","<0.1%","<0.1%","","","","grid_nbfm_"
"0","<0.1%","3.0%","3.0%","2.4%","","","grid_quadvw_"
"0","<0.1%","2.6%","2.6%","2.3%","","","grid_quadvc_"
"0","<0.1%","0.3%","0.3%","","","","grid_quadvw1_"
"0","<0.1%","0.3%","0.3%","","","","grid_finpts"
"0","<0.1%","<0.1%","<0.1%","","","","ma_table_lookup"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","grid_init"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","grid_test_mem_"
"0","<0.1%","<0.1%","<0.1%","","","","comex_free_local"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dft_getvc_"
"0","<0.1%","2.2%","2.2%","1.9%","","","diis_driver_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_transpose_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","wnga_transpose"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","diis_hamwgt_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_add_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","diis_core_"
"0","<0.1%","3.2%","3.2%","2.9%","","","dft_diagn"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dft_canorg"
"0","<0.1%","<0.1%","<0.1%","","","","PB_Cchkmat"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","BI_UpdateBuffs"
"0","<0.1%","<0.1%","<0.1%","","","","pdaxpy_"
"0","<0.1%","<0.1%","<0.1%","","","","PB_COutV"
"0","<0.1%","<0.1%","<0.1%","","","","dmmddat_"
"0","<0.1%","<0.1%","<0.1%","","","","pdlaset_"
"0","<0.1%","<0.1%","<0.1%","","","","pdlase2_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dgesd2d_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pdlasrt_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","_fence_request_handler [inlined]"
"0","<0.1%","0.2%","0.2%","0.2%","","","dft_densm_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","dft_dencvg_"
"0","<0.1%","<0.1%","<0.1%","","","","geom_checksum"
"0","<0.1%","<0.1%","<0.1%","","","","checksum_char_update_"
"0","<0.1%","<0.1%","<0.1%","","","","checksum_update"
"0","<0.1%","<0.1%","<0.1%","","","","MD5Update"
"0","<0.1%","<0.1%","<0.1%","","","","close_unit_1"
"0","<0.1%","<0.1%","<0.1%","","","","sclose [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","raw_close"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_test_time_remaining"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_time_remaining"
"0","<0.1%","0.3%","0.3%","0.2%","","","dft_mpole_"
"0","<0.1%","<0.1%","<0.1%","","","","__pthread_mutex_unlock_usercnt"
"0","<0.1%","<0.1%","<0.1%","","","","int_mpole"
"0","<0.1%","0.2%","0.2%","0.2%","","","dft_pstat_print"
"0","<0.1%","0.2%","0.2%","0.2%","","","pstat_print_all"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","int_1e_uncache_ga"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","cons_active"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","cons_inquire"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","input_file_info"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_char_ga_brdcst"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","rtdb_open_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_set_rtdb_state"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pbeginf_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","tcgi_pbegin"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","tcgi_alt_pbegin"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","install_nxtval"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","comex_init_args"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","comex_init [inlined]"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","comex_init"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","util_file_info_rtdb"
"0","<0.1%","<0.1%","<0.1%","","","","void armpl::clag::exp::symv_square_panel<armpl::clag::exp::mv_reflect<armpl::clag::exp::axpby_exec<void (*)(long, double, double const*, double, double*, long, long)>, armpl::clag::exp::dot_exec<double (*)(long, double const*, double const*, long, long)"
"0","<0.1%","<0.1%","<0.1%","","","","<unknown>"
"0","<0.1%","<0.1%","<0.1%","","","","<unknown> from /scratch/home/qmlab/spack/opt/spack/linux-amzn2-graviton2/gcc-10.3.0/netlib-scalapack-2.1.0-atkhmqfgov3m5vyxuh4mexx2owxhmqw4/lib/libscalapack.so"
"0","<0.1%","<0.1%","<0.1%","","","","<unknown> from /scratch/home/qmlab/spack/opt/spack/linux-amzn2-graviton2/gcc-10.3.0/nwchem-7.0.2-by6xpd3uxxeyxvjhemgb44g2azk2gaky/bin/nwchem"
"0","<0.1%","0.1%","0.1%","<0.1%","","","rtdb_close_"
"0","<0.1%","0.1%","0.1%","<0.1%","","","rtdb_close"
"0","<0.1%","<0.1%","<0.1%","","","","rtdb_seq_close"
"0","<0.1%","<0.1%","<0.1%","","","","hdbm_file_compress"
"0","<0.1%","<0.1%","<0.1%","","","","hdbm_file_copy"
"0","<0.1%","<0.1%","<0.1%","","","","hdbm_insert"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","pend_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","armci_tcgmsg_pend"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","ga_terminate_"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","comex_finalize"
"0","<0.1%","0.7%","0.7%","","","","<unknown> [multiple frames]"
