"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__GrowBisection"
"0","<0.1%","<0.1%","","","","","random_r"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)>::operator()<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >) [inlined]"
"0","<0.1%","0.1%","0.1%","","","","Proto_Mesh::get_boundary_neighbors() const"
"0","<0.1%","<0.1%","","","","","std::__detail::_Hash_code_base<unsigned int, unsigned int, std::__detail::_Identity, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<unsigned int, false> const*, unsigned long) const [inlined]"
"0","<0.1%","<0.1%","","","","","std::__detail::_Hash_node<unsigned int, false>::_M_next() const [inlined]"
"0","<0.1%","<0.1%","","","","","std::flush<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&) [inlined]"
"0","<0.1%","<0.1%","","","","","Cell::Cell(Proto_Cell const&) [inlined]"
"0","<0.1%","0.9%","0.9%","","","","Source::Source(Mesh&, IMC_State&, unsigned long, double, std::vector<Photon, std::allocator<Photon"
"0","<0.1%","<0.1%","","","","","__gnu_cxx::new_allocator<Work_Packet>::allocate(unsigned long, void const*) [inlined]"
"0","<0.1%","<0.1%","","","","","Source::Source(Mesh&, IMC_State&, unsigned long, double, std::vector<Photon, std::allocator<Photon"
"0","<0.1%","<0.1%","<0.1%","","","","Region::get_absorption_opacity(double) const [inlined]"
"0","<0.1%","1.7%","1.7%","","","","std::__introsort_loop<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet"
"0","<0.1%","<0.1%","","","","","std::unordered_map<unsigned int, bool, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, bool> > >::operator[](unsigned int&&) [inlined]"
"0","<0.1%","<0.1%","","","","","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet"
"0","<0.1%","<0.1%","","","","","std::vector<Work_Packet, std::allocator<Work_Packet> >::operator[](unsigned long) [inlined]"
"0","<0.1%","<0.1%","","","","","operator new(unsigned long)@plt"
"0","<0.1%","<0.1%","","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned int const&, unsigned long) const [inlined]"
"0","<0.1%","<0.1%","","","","","Photon::get_grip() const [inlined]"
"0","<0.1%","<0.1%","","","","","Photon::set_cell(unsigned int) [inlined]"
"0","<0.1%","<0.1%","","","","","__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >::operator*() const [inlined]"
"0","<0.1%","<0.1%","","","","","Photon::set_grip(unsigned int) [inlined]"
"0","<0.1%","<0.1%","","","","","Photon::set_E0(double) [inlined]"
"0","<0.1%","<0.1%","","","","","Photon::set_position(double const*) [inlined]"
"0","<0.1%","<0.1%","","","","","Work_Packet::get_n_create() const [inlined]"
"0","<0.1%","<0.1%","","","","","std::ctype<char>::widen(char) const [inlined]"
"0","<0.1%","<0.1%","","","","","Source::get_photon(RNG*, double const&)"
"0","<0.1%","<0.1%","","","","","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon"
"0","<0.1%","100.0%","100.0%","2.5%","","","main(int, char**)"
"0","<0.1%","2.4%","2.4%","0.2%","","","replicate_mesh(Proto_Mesh&, MPI_Types const&, Info const&, unsigned int const&)"
"0","<0.1%","0.2%","0.2%","","","","Proto_Mesh::add_mesh_cell(Proto_Cell)"
"0","<0.1%","0.2%","0.2%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::push_back(Proto_Cell const&) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_S_relocate(Proto_Cell*, Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","0.2%","0.2%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_S_do_relocate(Proto_Cell*, Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell>&, std::integral_constant<bool, true>)"
"0","<0.1%","0.2%","0.2%","","","","std::__relocate_a<Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell> >(Proto_Cell*, Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","0.2%","0.2%","","","","std::__relocate_a_1<Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell> >(Proto_Cell*, Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","0.2%","0.2%","","","","std::__relocate_object_a<Proto_Cell, Proto_Cell, std::allocator<Proto_Cell> >(Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","0.2%","0.2%","","","","std::allocator_traits<std::allocator<Proto_Cell> >::construct<Proto_Cell, Proto_Cell>(std::allocator<Proto_Cell>&, Proto_Cell*, Proto_Cell&&)"
"0","<0.1%","0.2%","0.2%","","","","__gnu_cxx::new_allocator<Proto_Cell>::construct<Proto_Cell, Proto_Cell>(Proto_Cell*, Proto_Cell&&) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::_Vector_base<Proto_Cell, std::allocator<Proto_Cell> >::_M_deallocate(Proto_Cell*, unsigned long)"
"0","<0.1%","0.2%","0.2%","","","","std::allocator_traits<std::allocator<Proto_Cell> >::deallocate(std::allocator<Proto_Cell>&, Proto_Cell*, unsigned long)"
"0","<0.1%","0.2%","0.2%","","","","__gnu_cxx::new_allocator<Proto_Cell>::deallocate(Proto_Cell*, unsigned long) [inlined]"
"0","<0.1%","2.2%","2.2%","","","","ofi_intercept_munmap"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::push_back(Proto_Cell const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<Proto_Cell> >::construct<Proto_Cell, Proto_Cell const&>(std::allocator<Proto_Cell>&, Proto_Cell*, Proto_Cell const&)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<Proto_Cell>::construct<Proto_Cell, Proto_Cell const&>(Proto_Cell*, Proto_Cell const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","Buffer<Proto_Cell>::fill(std::vector<Proto_Cell, std::allocator<Proto_Cell> >) [inlined]"
"0","<0.1%","0.1%","0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(unsigned long, __gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >)"
"0","<0.1%","0.2%","0.2%","","","","std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*, Proto_Cell>(__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","0.2%","0.2%","","","","std::uninitialized_copy<__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*>(__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*)"
"0","<0.1%","0.2%","0.2%","","","","std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*>(__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*)"
"0","<0.1%","0.2%","0.2%","","","","std::_Construct<Proto_Cell, Proto_Cell const&>(Proto_Cell*, Proto_Cell const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::vector(std::vector<Proto_Cell, std::allocator<Proto_Cell> > const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::push_back(Proto_Cell&&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<Proto_Cell>::construct<Proto_Cell, Proto_Cell>(Proto_Cell*, Proto_Cell&&) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::vector<Buffer<Proto_Cell>, std::allocator<Buffer<Proto_Cell> > >::clear()"
"0","<0.1%","0.2%","0.2%","","","","std::vector<Buffer<Proto_Cell>, std::allocator<Buffer<Proto_Cell> > >::_M_erase_at_end(Buffer<Proto_Cell>*)"
"0","<0.1%","0.2%","0.2%","","","","std::_Destroy<Buffer<Proto_Cell>*, Buffer<Proto_Cell> >(Buffer<Proto_Cell>*, Buffer<Proto_Cell>*, std::allocator<Buffer<Proto_Cell> >&)"
"0","<0.1%","0.2%","0.2%","","","","std::_Destroy<Buffer<Proto_Cell>*>(Buffer<Proto_Cell>*, Buffer<Proto_Cell>*)"
"0","<0.1%","0.2%","0.2%","","","","std::_Destroy_aux<false>::__destroy<Buffer<Proto_Cell>*>(Buffer<Proto_Cell>*, Buffer<Proto_Cell>*)"
"0","<0.1%","0.2%","0.2%","","","","std::_Destroy<Buffer<Proto_Cell> >(Buffer<Proto_Cell>*)"
"0","<0.1%","0.2%","0.2%","","","","Buffer<Proto_Cell>::~Buffer()"
"0","<0.1%","0.2%","0.2%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::~vector()"
"0","<0.1%","0.2%","0.2%","","","","std::_Vector_base<Proto_Cell, std::allocator<Proto_Cell> >::~_Vector_base()"
"0","<0.1%","0.2%","0.2%","","","","systrim"
"0","<0.1%","0.2%","0.2%","","","","__default_morecore"
"0","<0.1%","0.2%","0.2%","","","","ofi_intercept_brk"
"0","<0.1%","0.4%","0.4%","","","","Proto_Mesh::set_post_decomposition_mesh_cells(std::vector<int, std::allocator<int"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::insert<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, void>(__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, std::__false_type)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_M_range_insert<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, std::forward_iterator_tag)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*, Proto_Cell>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::uninitialized_copy<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Construct<Proto_Cell, Proto_Cell&>(Proto_Cell*, Proto_Cell&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::push_back(Proto_Cell const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Vector_base<Proto_Cell, std::allocator<Proto_Cell> >::_M_allocate(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<Proto_Cell> >::allocate(std::allocator<Proto_Cell>&, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<Proto_Cell>::allocate(unsigned long, void const*) [inlined]"
"0","<0.1%","0.3%","0.3%","","","","std::sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >)"
"0","<0.1%","0.3%","0.3%","","","","std::__sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter) [inlined]"
"0","<0.1%","0.4%","0.4%","","","","std::__introsort_loop<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell"
"0","<0.1%","0.2%","0.2%","","","","std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__unguarded_partition<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","<0.1%","<0.1%","","","","std::iter_swap<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >) const"
"0","<0.1%","<0.1%","<0.1%","","","","Proto_Cell::operator<(Proto_Cell const&) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__partial_sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__sort_heap<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__pop_heap<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell"
"0","<0.1%","<0.1%","<0.1%","","","","std::__move_median_to_first<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__adjust_heap<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell"
"0","<0.1%","<0.1%","<0.1%","","","","std::__heap_select<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__make_heap<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell"
"0","<0.1%","<0.1%","<0.1%","","","","std::__sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter) [inlined]"
"0","<0.1%","0.5%","0.5%","","","","METIS_PartGraphKway"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__SetupGraph"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__SetupGraph_tvwgt"
"0","<0.1%","0.5%","0.5%","","","","libmetis__MlevelKWayPartitioning"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__irandInRange"
"0","<0.1%","<0.1%","<0.1%","","","","rand"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__FreeGraph"
"0","<0.1%","<0.1%","<0.1%","","","","gk_free"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__InitKWayPartitioning"
"0","<0.1%","<0.1%","<0.1%","","","","METIS_PartGraphRecursive"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__MultilevelBisect"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__Init2WayPartition"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__Refine2Way"
"0","<0.1%","0.3%","0.3%","","","","libmetis__RefineKWay"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__ComputeKWayPartitionParams"
"0","<0.1%","0.5%","0.5%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned int const&, unsigned long) const"
"0","<0.1%","0.1%","0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<unsigned int&&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >*, std::piecewise_construct_t const&, std::tuple<unsigned int&&>&&, std::tuple<>&&)"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned int&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<unsigned int&&>&&, std::tuple<>&&)"
"0","<0.1%","0.4%","0.4%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> >&, unsigned long)"
"0","<0.1%","0.4%","0.4%","","","","__gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> >::allocate(unsigned long, void const*) [inlined]"
"0","<0.1%","0.6%","0.6%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>)"
"0","<0.1%","0.6%","0.6%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> const*, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_allocate_buckets(unsigned long) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<int, std::allocator<int> >::push_back(int&&)"
