"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::size() const [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::vector(std::vector<Proto_Cell, std::allocator<Proto_Cell> > const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*, Proto_Cell>(__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::uninitialized_copy<__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*>(__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*>(__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::push_back(Proto_Cell&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::emplace_back<Proto_Cell>(Proto_Cell&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<Proto_Cell> >::construct<Proto_Cell, Proto_Cell>(std::allocator<Proto_Cell>&, Proto_Cell*, Proto_Cell&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_M_realloc_insert<Proto_Cell>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_move_if_noexcept_a<Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell> >(Proto_Cell*, Proto_Cell*, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy_a<std::move_iterator<Proto_Cell*>, Proto_Cell*, Proto_Cell>(std::move_iterator<Proto_Cell*>, std::move_iterator<Proto_Cell*>, Proto_Cell*, std::allocator<Proto_Cell>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::uninitialized_copy<std::move_iterator<Proto_Cell*>, Proto_Cell*>(std::move_iterator<Proto_Cell*>, std::move_iterator<Proto_Cell*>, Proto_Cell*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Proto_Cell*>, Proto_Cell*>(std::move_iterator<Proto_Cell*>, std::move_iterator<Proto_Cell*>, Proto_Cell*)"
"0","<0.1%","0.2%","0.2%","","","","std::_Vector_base<Proto_Cell, std::allocator<Proto_Cell> >::_M_deallocate(Proto_Cell*, unsigned long)"
"0","<0.1%","0.2%","0.2%","","","","std::allocator_traits<std::allocator<Proto_Cell> >::deallocate(std::allocator<Proto_Cell>&, Proto_Cell*, unsigned long)"
"0","<0.1%","0.2%","0.2%","","","","__gnu_cxx::new_allocator<Proto_Cell>::deallocate(Proto_Cell*, unsigned long) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","systrim"
"0","<0.1%","0.2%","0.2%","","","","__default_morecore"
"0","<0.1%","0.2%","0.2%","","","","sbrk"
"0","<0.1%","0.2%","0.2%","","","","ofi_intercept_brk"
"0","<0.1%","0.2%","0.2%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::~vector()"
"0","<0.1%","0.2%","0.2%","","","","std::_Vector_base<Proto_Cell, std::allocator<Proto_Cell> >::~_Vector_base()"
"0","<0.1%","2.8%","2.8%","","","","ofi_intercept_munmap"
"0","<0.1%","0.1%","0.1%","","","","Proto_Mesh::add_mesh_cell(Proto_Cell) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_M_realloc_insert<Proto_Cell const&>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, Proto_Cell const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<Proto_Cell> >::construct<Proto_Cell, Proto_Cell const&>(std::allocator<Proto_Cell>&, Proto_Cell*, Proto_Cell const&)"
"0","<0.1%","<0.1%","<0.1%","","","","Buffer<Proto_Cell>::resize(unsigned int)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::resize(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_M_default_append(unsigned long) [inlined]"
"0","<0.1%","0.1%","0.1%","","","","std::vector<Buffer<Proto_Cell>, std::allocator<Buffer<Proto_Cell> > >::clear()"
"0","<0.1%","0.1%","0.1%","","","","std::vector<Buffer<Proto_Cell>, std::allocator<Buffer<Proto_Cell> > >::_M_erase_at_end(Buffer<Proto_Cell>*)"
"0","<0.1%","0.1%","0.1%","","","","std::_Destroy<Buffer<Proto_Cell>*, Buffer<Proto_Cell> >(Buffer<Proto_Cell>*, Buffer<Proto_Cell>*, std::allocator<Buffer<Proto_Cell> >&)"
"0","<0.1%","0.1%","0.1%","","","","std::_Destroy<Buffer<Proto_Cell>*>(Buffer<Proto_Cell>*, Buffer<Proto_Cell>*)"
"0","<0.1%","0.1%","0.1%","","","","std::_Destroy_aux<false>::__destroy<Buffer<Proto_Cell>*>(Buffer<Proto_Cell>*, Buffer<Proto_Cell>*)"
"0","<0.1%","0.1%","0.1%","","","","std::_Destroy<Buffer<Proto_Cell> >(Buffer<Proto_Cell>*)"
"0","<0.1%","0.1%","0.1%","","","","Buffer<Proto_Cell>::~Buffer()"
"0","<0.1%","0.4%","0.4%","","","","Proto_Mesh::set_post_decomposition_mesh_cells(std::vector<int, std::allocator<int"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::insert<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, void>(__gnu_cxx::__normal_iterator<Proto_Cell const*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_M_insert_dispatch<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, std::__false_type)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::_M_range_insert<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, std::forward_iterator_tag)"
"0","<0.1%","<0.1%","<0.1%","","","","std::distance<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<Proto_Cell, std::allocator<Proto_Cell> >::size() const [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >)"
"0","<0.1%","0.2%","0.2%","","","","std::__sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","0.2%","0.2%","","","","std::__introsort_loop<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, long, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","0.2%","0.2%","","","","std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","0.2%","0.2%","","","","__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >::operator+(long) const [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell"
"0","<0.1%","<0.1%","<0.1%","","","","std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","0.9%","0.9%","","","","overdecompose_mesh(Proto_Mesh&, unsigned int)"
"0","<0.1%","0.3%","0.3%","","","","std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::operator[](unsigned int&&)"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int&&)"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned int&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<unsigned int&&>&&, std::tuple<>&&)"
"0","<0.1%","0.4%","0.4%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> >&, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<std::pair<unsigned int const, unsigned int> > >::construct<std::pair<unsigned int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<unsigned int&&>, std::tuple<> >(std::allocator<std::pair<unsigned int const, unsigned int> >&, std::pair<unsigned int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<unsigned int&&>&&, std::tuple<>&&)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<std::pair<unsigned int const, unsigned int> >::construct<std::pair<unsigned int const, unsigned int>, std::piecewise_construct_t const&, std::tuple<unsigned int&&>, std::tuple<> >(std::pair<unsigned int const, unsigned int>*, std::piecewise_construct_t const&, std::tuple<unsigned int&&>&&, std::tuple<>&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::pair<unsigned int const, unsigned int>::pair<unsigned int&&>(std::piecewise_construct_t, std::tuple<unsigned int&&>, std::tuple<>)"
"0","<0.1%","0.2%","0.2%","","","","std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int&&) [inlined]"
"0","<0.1%","1.1%","1.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false> > >::_M_allocate_buckets(unsigned long) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::find(unsigned int const&)"
"0","<0.1%","0.2%","0.2%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(unsigned int const&)"
"0","<0.1%","0.6%","0.6%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned int const&, unsigned long) const"
"0","<0.1%","0.2%","0.2%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned int const&, unsigned long) const"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false>*) const"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Equal_helper<unsigned int, std::pair<unsigned int const, unsigned int>, std::__detail::_Select1st, std::equal_to<unsigned int>, unsigned long, false>::_S_equals(std::equal_to<unsigned int> const&, std::__detail::_Select1st const&, unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, unsigned int>, false>*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<int, std::allocator<int> >::push_back(int&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<int, std::allocator<int> >::emplace_back<int>(int&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__copy_move_a2<true, int*, int*>(int*, int*, int*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__copy_move_a<true, int*, int*>(int*, int*, int*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [inlined]"
"0","<0.1%","0.6%","0.6%","","","","METIS_PartGraphKway"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__SetupGraph"
"0","<0.1%","0.6%","0.6%","","","","libmetis__MlevelKWayPartitioning"
"0","<0.1%","<0.1%","<0.1%","","","","rand"
"0","<0.1%","<0.1%","<0.1%","","","","random"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__InitKWayPartitioning"
"0","<0.1%","<0.1%","<0.1%","","","","METIS_PartGraphRecursive"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__MlevelRecursiveBisection"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__MultilevelBisect"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__Refine2Way"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__Init2WayPartition"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__GrowBisection"
"0","<0.1%","0.3%","0.3%","","","","libmetis__RefineKWay"
"0","<0.1%","<0.1%","<0.1%","","","","libmetis__FreeGraph"
"0","<0.1%","<0.1%","<0.1%","","","","gk_free"
"0","<0.1%","0.2%","0.2%","","","","Proto_Mesh::sort_cells_by_grip_ID()"
"0","<0.1%","0.2%","0.2%","","","","std::sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, bool (*)(Proto_Cell const&, Proto_Cell const&)>(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, bool (*)(Proto_Cell const&, Proto_Cell const&))"
"0","<0.1%","0.2%","0.2%","","","","std::__sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)> >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)>) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)> >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)>)"
"0","<0.1%","0.2%","0.2%","","","","std::__unguarded_partition<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)> >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)>)"
"0","<0.1%","<0.1%","<0.1%","","","","std::iter_swap<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)>::operator()<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > > >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)> >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)>)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)> >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)>)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)> >(__gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__normal_iterator<Proto_Cell*, std::vector<Proto_Cell, std::allocator<Proto_Cell> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(Proto_Cell const&, Proto_Cell const&)>)"
"0","<0.1%","1.6%","1.6%","","","","std::unordered_map<unsigned int, unsigned int, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> > >::~unordered_map()"
"0","<0.1%","1.6%","1.6%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, unsigned int>, std::allocator<std::pair<unsigned int const, unsigned int> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable()"
